id,customer_message,intent,expected_action,reference_reply_or_resolution,top_retrieval_score,intent_confidence,notes
GS_0106,@SpotifyCares No. Neither did updating to the latest verson or restarting my computer. It has been like this for 8 days. Very strange.. this is the playlist: https://t.co/oN5yYFyKni https://t.co/oIsa027yc6,playback_issue,auto_handle,@802394 Thanks for the screenshot. Can you DM us the link to your playlist? We'll take a look under the hood /PB https://t.co/ldFdZRiNAt,1.0,0.4731,
GS_0107,"@SpotifyCares I think your algorithm is shonked. This release is nothing to do with Martin Gore. 😂

And nor are those singles underneath it. https://t.co/5b8N5O1FjD",general_inquiry,auto_handle,"@329931 Hey, thanks for reporting. Our Content team will take care of this for you. Great detective work! https://t.co/LpsmyUtme0 /MG",1.0,0.5163,
GS_0108,@115888 I’m a student but I don’t have a student email.....how do you get around that,subscription_billing,auto_handle,@612703 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,1.0,0.7858,
GS_0109,@115888 when can we get iPhone X optimization for your app?,app_crash_or_bug,auto_handle,"@688880 Hey Angel! We don't have a specific timeline, but we'll keep you guys updated. Our devs are already working on it 🔧 /KT",1.0,0.6722,
GS_0110,@SpotifyCares thanks for the info!,resolved_followup,auto_handle,"@803989 Sure thing! For anything else, we're just a tweet away. https://t.co/m4HWSbgHVZ 🙂 /JE",1.0,0.694,
GS_0111,Hmmm. @115888 seems to be glitching - refuses to play anything that isn't on a playlist. @SpotifyCares,playback_issue,auto_handle,"@156325 Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /RB",1.0,0.5163,
GS_0112,"@SpotifyCares Hi, can someone help. The family redeem codes don't work! Wife added ok yesterday, today can't add my daughter. Thanks",family_plan,auto_handle,"@556149 Hey Kevin, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZRiNAt",1.0,0.4639,
GS_0113,@SpotifyCares Working now thanks,resolved_followup,auto_handle,"@665887 Awesome, that's what we like to hear! Just give us a shout if you notice any other issues 🙂 /TB",1.0,0.7735,
GS_0114,@115888 how you gonna remove the song previewing feature? My broke ass now has to use my skips to find new artists in your playlists🤧,general_inquiry,auto_handle,@180191 Hey Joel! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /DD,1.0,0.5139,
GS_0115,"Hey @SpotifyCares trying to get around the student discount, but site crashed before I could finish. Says 'having a bad day' but $ taken out",subscription_billing,escalate,@746077 Hey Kristen! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,1.0,0.4689,
GS_0116,@SpotifyCares  My wife signed up for premium on her computer and was signed in to her different acct. Than on her phone and can't retrieve her password for the one she signed up for premium.,general_inquiry,auto_handle,"@779538 Hey Gregory, we can help! Can you DM us all the email addresses you wife might've used to create her account with? We'll check them backstage /JP https://t.co/ldFdZRiNAt",1.0,0.4644,
GS_0117,@3493 I encountered an error logging in djay pro Spotify,connectivity_device,auto_handle,@234671 Hey Andrew! You should be able to log in to your account now. Can you give this another shot and let us know how it goes? We'll be here /TF,1.0,0.5507,
GS_0118,"@SpotifyCares Thanks for stating the known, there is no way for me to do that. Thanks for deleting all my music with your update. Was a good ride. #byespotify",resolved_followup,auto_handle,@343137 Sorry for the inconvenience. We'd hate to see you go and we're going to miss you. Give us a shout if you need help with anything else /MT,1.0,0.6146,
GS_0119,"@115888 We like a lot of Spotify, but unfortunately there is no way to pay for an application that closes all the time",connectivity_device,auto_handle,@169835 Hey! Can you let us know the Spotify version that you're using? We'll see what we can suggest /RC,1.0,0.4212,
GS_0120,@127972 @75235 @117168  @115888 @SpotifyCares - Please work together and get Spotify's playlists working on Roku. K thx bye. https://t.co/ZflJFVlBOR,connectivity_device,auto_handle,"@193567 Hey there. We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /QI",1.0,0.4915,
GS_0121,I forgot to update my @115888 account so I've been paying full price for months instead of the student price. Legit one of many examples of how I can't adult correctly,subscription_billing,auto_handle,"@288431 Hey Emily, help's here! Could you DM us your account's username and email address? We'll help out backstage /JX https://t.co/ldFdZRiNAt",1.0,0.4232,
GS_0122,@115888 thanks for over charging me 5 times this month,resolved_followup,auto_handle,@223451 Hey there! Could you DM us your account's username and email address? We'll sort this out /DQ https://t.co/ldFdZRiNAt,1.0,0.5613,
GS_0123,@SpotifyCares Nope all good now! Thanks a bunch!,resolved_followup,auto_handle,@806620 No worries! Just give us a shout if the problem persists. We're... https://t.co/zOXI69QSqg /GS,1.0,0.5077,
GS_0124,"@115888 #Spotify 
Why aren't you avilable in Israel? there is a big community here that want to listen to your artist's music...",connectivity_device,auto_handle,@663970 Hey! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /DF,1.0,0.4646,
GS_0125,"@115888 hey, how comes no other playlist displays the same as Time Capsule? I like it!",playback_issue,auto_handle,"@121068 Hey Lara, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see /GK",1.0,0.5184,
GS_0126,I’m having a issue with my family account. 😐 Does anyone can help me? @117153,family_plan,escalate,@581991 Hey Anna! Can you DM us your account's username and email address? It'd be great if you could also let us know what's happening exactly /JL https://t.co/ldFdZRiNAt,1.0,0.5689,
GS_0127,@SpotifyCares App isn’t working. Doesn’t matter if I’m on data or WiFi. Restarted my phone and updated. What’s going on?,app_crash_or_bug,auto_handle,"@136453 Hi John, thanks for bearing with us. Spotify should be working perfectly again! /FR",1.0,0.5497,
GS_0128,I’m not dropping no more Music unless on @115888 but It’s so hard to set up a artist account,account_access,auto_handle,"@737786 Hey! This is something for our Artist Services team. Not to worry, you can contact them here: https://t.co/p1wbtdELHu 🙂 /DF",1.0,0.4289,
GS_0129,Can someone pls tell me why Spotify keeps crashing my phone left right and centre,connectivity_device,auto_handle,@483025 Hey there! That's not cool. Which operating system and Spotify version are you running? We'll lend a hand /MV,1.0,0.4746,
GS_0130,"@SpotifyCares hello, recently i had an issue with premium subscription. I'm from Indonesia. what should i provide for you to check? thanks.",resolved_followup,escalate,"@308911 Hey Marchey, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt",1.0,0.4743,
GS_0131,"@SpotifyCares The last Win10 and Spotify updates were not very recent I think, but I'm not totally sure.",connectivity_device,auto_handle,"@347714 Hmm, this is odd. Does logging out, restarting your computer, and logging back in help at all? /YM",1.0,0.4711,
GS_0132,Still can’t access my @115888 account as someone has hacked it. If my playlists have gone I’ll be devastated 😢,account_access,escalate,"@170132 Hey! Just to clarify, were you able to get help at https://t.co/EQsHGd5NCy? /AR",1.0,0.5546,
GS_0133,"Dear @115888,

When I type ""G"" into the search bar, I want the suggestion to be Herbo not Eazy.

Thanks.",resolved_followup,auto_handle,@709533 Hi there. Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /MT,1.0,0.4899,
GS_0134,"@SpotifyCares Any news of when.. Really want to listen to #Endgame of #reputation given that me and many millions of people pay for ""Spotify premium""  🤔🤔🤔",connectivity_device,auto_handle,@771415 We’ll have it available to you as soon as it’s available to us! Hang in there /RB,1.0,0.47,
GS_0135,@SpotifyCares Hi! Continual beeping happens when I go into Windows Desktop App so can't listen to music.When I try&amp;uninstall it won't let me,app_crash_or_bug,auto_handle,@450576 Hi Vicki! Help's here. Can you try restarting your computer to see if it makes a difference? /MU,1.0,0.5035,
GS_0136,"@117168 Where is the Josh Ritter @87453 Historical Conquests album? It's blacked out on my playlist! Ppl are asking on FB, as well!",playback_issue,auto_handle,"@647460 Hey there! Fingers crossed we'll be able to have it back soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /TC",1.0,0.5031,
GS_0137,"Hey @SpotifyCares my student account reverted to a regular premium account. I reauthorized as a student, now I can't access Hulu. Help.",subscription_billing,auto_handle,@241231 Hey Lougi! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZR1cbT,1.0,0.6124,
GS_0138,"@SpotifyCares This issue is inscrutable and obnoxious, especially when you automatically save multiple versions of an album in my library https://t.co/wO7emtEHRM",general_inquiry,escalate,"@585759 Hey! Sorry to hear you feel that way. We'd suggest voting for the idea to increase the 10,000 limit: https://t.co/8OOl8B2i69 /JP",1.0,0.5252,
GS_0139,@SpotifyCares having issues w/ playback on iPhone X. Seems that every time I get a call in the middle of music the app crashes. Dsnt resume,app_crash_or_bug,escalate,@486158 Hmm. That's odd. Could you try uninstalling and reinstalling the app? Let us know how it goes /DF,1.0,0.578,
GS_0140,"@SpotifyCares hi, I want to send an invitation to my family with my prem' fam' account, it doesnt work when he click on her for activation",family_plan,auto_handle,"@522636 Hey Christy, help's here! Could you shoot us a DM with the usernames and email addresses for both accounts? We'll take a look backstage /VK https://t.co/ldFdZRiNAt",1.0,0.4647,
GS_0141,@SpotifyCares having problems adding family members--there's a javascript error on your sign up page preventing the request from being served.  Can you help?,family_plan,auto_handle,"@703984 Hey Jim, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt",1.0,0.4936,
GS_0142,@117153 I pay for premium family plan and all the sudden my account is not showing that and well as family getting ads too.  Help!,family_plan,auto_handle,@589456 Hey Lauren! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,1.0,0.758,
GS_0143,@SpotifyCares is it possible if i ask this album to added on Spotify? https://t.co/BgB8pG2Hlc,connectivity_device,auto_handle,"@190437 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RK",1.0,0.5137,
GS_0144,"@SpotifyCares I have been unable to login and not receiving email for password reset. PLEASE HELP. Other issues w playback, as well. TY",account_access,escalate,@436954 Hi! We've replied to your DM. We'll carry on helping you there 🙂 /BX,1.0,0.408,
GS_0145,(2/2) cess through Mozilla Firefox which is what I've always used for spotify,connectivity_device,auto_handle,@537295 Hi! We're afraid your tweet was cut-off and we can't see the complete message. Can you DM us that info? We'll keep chatting there /WW https://t.co/ldFdZRiNAt,1.0,0.5024,
GS_0146,"@115888 why is this in my discovery weekly playlist? Why would I, or anyone for that matter, think this song is possibly good?? 😂😂 https://t.co/Ac8leAWA29",playback_issue,auto_handle,@570024 Hey there! Your Discover Weekly should improve as it gets to know you. Keep adding your fav tracks to Your Library/playlists 🙂 /GU,1.0,0.4869,
GS_0147,@115888 you over charged me for my student account and now I can’t log in. 😒,subscription_billing,auto_handle,"@223748 Hey Ashley, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZRiNAt",1.0,0.7749,
GS_0148,"@SpotifyCares Dear Mr/Ms, already 2 day i'm try to register a new account but can't, why? please help me and thank you.",account_access,auto_handle,@821792 Hey Missiellee! We've just sent a DM your way. Let's carry on chatting there /GS,1.0,0.4973,
GS_0149,"@107651       need help with Spotify but can only access a helpline on twitter, am I o b the right twitter account?",account_access,auto_handle,@782445 @107651 Hey! We've just sent a DM your way. Let's carry on chatting there /RB,1.0,0.6029,
GS_0150,"@115888 Can't find option to subscribe to premium. It ALWAYS redirect me to the ""Family Premium"" sign-up page asking for a higher price. What's up with Spotify? My first reaction was ""is Spotify trying to scam me into paying a higher plan?""",family_plan,auto_handle,@686684 Hey Alex! The cavalry's here. Can you DM us your account's email address? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt,1.0,0.4726,action corrected: escalate -> auto_handle
GS_0151,@SpotifyCares my family account isn’t working for any members except mine after I updated payment information. Help!,family_plan,auto_handle,@760979 Hey William! Help's here. Can you DM us the email addresses used for your family members' accounts? We'll check backstage /JL https://t.co/ldFdZRiNAt,1.0,0.568,
GS_0152,Hey @SpotifyCares is your account page of the website down at the min? Can’t access and getting this screen: https://t.co/TJOjeZVQ8z,account_access,auto_handle,"@514336 Hey! Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /DF",1.0,0.443,
GS_0153,"@SpotifyCares Also realized it isn't even playing the 2 most recent albums, only the top 10 songs. And it is putting some of them 4x in a row.",playback_issue,auto_handle,"@151579 Thanks for clarifying. Just to check, is this happening on other devices that you log in to? Can you look into that for us? /JP",1.0,0.4429,
GS_0154,@SpotifyCares I usually have queues of more than 100 songs. That's not an option when I'm on a hurry and I want to listen to a different playlist. 😰,playback_issue,auto_handle,@272922 2: More info here: https://t.co/l6anFcUL6p /PL,1.0,0.7135,
GS_0155,@115888 Is this some apple exclusive bullshit?,general_inquiry,auto_handle,@676442 Hey Rafael! Could this be the one you're looking for: https://t.co/RqYePOitw0? /AR,1.0,0.5012,
GS_0156,@SpotifyCares could you please DM me thanks.,resolved_followup,auto_handle,@623929 Hey Lucia! How can we help? You can send us a DM by selecting the deep link below /KT https://t.co/ldFdZRiNAt,1.0,0.8066,
GS_0157,@SpotifyCares please can you tell me why my app keeps deleting and redownloading all my songs?! It's happened twice this month so using all my data!,app_crash_or_bug,auto_handle,"@129482 Hey there, we're sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /PB",1.0,0.5033,
GS_0158,@117153 Hey my Spotify just started doing that thing where it skips thru songs like a scratched CD.. is the iOS update the culprit?,playback_issue,auto_handle,"@704114 Hey, that doesn't sound right. Can you let us know the iOS and Spotify versions you're using? We'll see what we can suggest /RH",1.0,0.4283,
GS_0159,Excuse me? My trial month isn't over yet and you're already trying to take money from me? @SpotifyCares https://t.co/Lx4ZYLl8GK,subscription_billing,auto_handle,"@541700 Hey there, we'd love to help! Can you DM us your account's username or email address? We'll take a look backstage /JP https://t.co/ldFdZRiNAt",1.0,0.566,intent corrected: general_inquiry -> subscription_billing
GS_0160,"@SpotifyCares If i buy spotify gift cards, does it work for the family plan?",family_plan,auto_handle,"@529318 2: This includes the student discount, Premium offers, and gift cards. We hope this clears things up /SJ",1.0,0.5793,
GS_0161,@115888 Can you please stop making the app more frustrating and harder to use. #annoyed,app_crash_or_bug,auto_handle,"@241624 Hey Steve! Help's here. Can you tell us more about what's happening and what device, operating system, and Spotify version you're running? We'll see what we can suggest /RA",1.0,0.5562,
GS_0162,@SpotifyCares No it doesnt crash. I watch the video and then the “thanks for watching” video comes next and then boom 3 ads pop up,resolved_followup,auto_handle,"@425498 Thanks for confirming! Just to check, did you definitely watch the video ad in full after hearing the offer? /RA",1.0,0.4234,
GS_0163,hi @SpotifyCares can u remove me to my family plan as a member? thank you.,family_plan,auto_handle,@292491 Hey Mica! Could you DM us your account's email address? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,1.0,0.7025,
GS_0164,@SpotifyCares why did you remove touch preview???? :(,general_inquiry,auto_handle,@172262 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /RE,1.0,0.5154,action corrected: escalate -> auto_handle
GS_0165,I wanna be a @115888 playlist creator. Hire me. Plz,playback_issue,auto_handle,"@797428 Hey there! For any job openings, you can check here: https://t.co/c1Z94oBFOl, or contact the folks at @7997 😁 /NS",,,replacement row – original was invalid (no support content)
GS_0166,@38621 charged from my card but didnt upgrade my account since it says my student status cant be verifyed,subscription_billing,auto_handle,@327502 Hi there! We've just replied to your DM. We'll carry on helping out there /JX,1.0,0.522,
GS_0167,"@SpotifyCares Could you please add @56382 newest album New Wave to the new release list. Not seeing it at all sadly, its a great album",general_inquiry,auto_handle,@533715 2: recommendations become. We'd suggest listening to awesome tunes and following more artists you like /JE,1.0,0.524,
GS_0168,@SpotifyCares I got a $10 gift card for Spotify and I entered the PIN number and it said the code is not valid. Can you help?,connectivity_device,auto_handle,"@759549 Hi Ashley. Don't worry, help's here. First up, can you DM us your username or email address so we can check your account? /JU https://t.co/ldFdZRiNAt",,,replacement row – original was invalid (no support content)
GS_0169,"@115888 Why, when I started paying to use Spotify to avoid commercials, am I now hearing commercials on certain stations?",connectivity_device,auto_handle,@553175 Hey there! That's odd. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt,,,replacement row – original was invalid (no support content)
GS_0170,@117153  i need help with the app,app_crash_or_bug,auto_handle,"@734449 Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /RB",,,replacement row – original was invalid (no support content)
GS_0171,"@SpotifyCares Figured it out! If you sign in with your email as the username it opens your account but not premium, only a free account. Is this a Glitch?",account_access,auto_handle,@255584 Hmm. It's possible that you have another account which is on Free. Can you DM us the email address you used to log in? We'll check under the hood /KM https://t.co/ldFdZRiNAt,1.0,0.6893,
GS_0172,Hi @SpotifyCares I've searched community site but no one has posted about this error I get while trying to play downloaded playlist on my PC https://t.co/iUFrBHEvBw,playback_issue,auto_handle,"@210836 Hey, help's here! Could you DM us your username and email address? We'll take a look backstage /ND https://t.co/ldFdZRiNAt",1.0,0.4523,
GS_0173,@115888 @SpotifyCares why is it not possible to view the entire discography of an artist? That's some poor ux design.,general_inquiry,auto_handle,@700524 Hey there! Can you let us know what device you're using? We'll see what we can suggest /RH,1.0,0.4964,
GS_0174,@SpotifyCares it's already been taken care of. I found a way to send a form without signing in. Thanks!,resolved_followup,auto_handle,@765011 No worries! Give us a shout if you ever need us again. We'll always be... https://t.co/LgAM6ky9Vv 😁 /MA,1.0,0.5008,
GS_0175,@SpotifyCares I have removed someone from my premium family so they can set up their own account but says they are still linked to mine?,family_plan,auto_handle,"@615684 Hey John! Can you DM us your account's username or email address, along with the same info for the other account? We'll take a look /MC https://t.co/ldFdZRiNAt",1.0,0.575,
GS_0176,I’m going to need @115888 to hurry up with that iPhone X update before I switch to Apple Music.,app_crash_or_bug,auto_handle,@700858 Hey Ricky! We understand - we’re working on it as we speak. Stay tuned /JL,1.0,0.3225,action corrected: escalate -> auto_handle
GS_0177,@115888 why is Spotify missing 90% of $UICIDEBOY$ music? Lmao you making me use soundcloud and YouTube music,general_inquiry,auto_handle,"@729411 Hey Malik! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /CG",1.0,0.4725,intent corrected: connectivity_device -> general_inquiry
GS_0178,@SpotifyCares hi! I've been trying to DM you guys about my artist verification. Can someone help me out? Thanks!,resolved_followup,auto_handle,@414369 Hi there! We've replied to your DM now. Let's keep on chatting there 🙂 /M https://t.co/ldFdZRiNAt,1.0,0.4302,
GS_0179,"@SpotifyCares I upgraded my Spotify back to the family plan &amp; my account is back to the ""free"" version. I'm in a road trip right now. Help",family_plan,auto_handle,@558917 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,1.0,0.5794,
GS_0180,"As soon as the ad finishes, nothing plays. I tried a different playlist and it says I need to get premium. What's going on? @115888",playback_issue,auto_handle,"@424153 Hey Sara, help's here! Are you getting this issue on a specific ad? If so, can you send us a screenshot? We'll look into it /GS",1.0,0.4591,
GS_0181,"When will @115888 be available in Russia?
#needformusic",general_inquiry,auto_handle,@769074 Hi there! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/USiTd696hl /HR,1.0,0.5235,
GS_0182,"&amp; why no complete private feature? i mean, sure it's not important on just a music app, esp if you can hide playlists/currently listening but if @115888 @SpotifyCares wants 2 involve a social media aspect, ya gotta have it all 2 avoid unwanted ppl. at least have the option. imo https://t.co/cn1ufBzqDA",general_inquiry,auto_handle,"@687093 We hear you. While it isn't possible to block other users, you can show your support for the idea here: https://t.co/Le9jT8ogaK /MU",1.0,0.4213,intent corrected: app_crash_or_bug -> general_inquiry
GS_0183,@SpotifyCares Here the app version https://t.co/aoWeQl43EW,app_crash_or_bug,auto_handle,"@748193 Got it. If you're on a home WiFi network, can you reset the router before syncing the local files to your phone again? Let us know how it goes /JU",1.0,0.935,
GS_0184,"@115888 HI, I'm new to Spotify. How do I see the lyrics like in @1122? This is very important for me. Thanks.",general_inquiry,auto_handle,"@665161 Hey there! We don't have any info about this right now, but any updates will be posted at https://t.co/osebD49Qxe /NQ",1.0,0.4815,intent corrected: resolved_followup -> general_inquiry
GS_0185,@SpotifyCares you charged me 9.99 for spotify when i am supposed to have the 4.99 student + hulu account wtf ? ? ?,subscription_billing,auto_handle,@507668 Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,1.0,0.6101,
GS_0186,I need @115888 in Slovenia😭😭,general_inquiry,auto_handle,"@593241 Hey! Don't worry, we're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /DR",1.0,0.3514,intent corrected: account_access -> general_inquiry; action corrected: escalate -> auto_handle
GS_0187,"@SpotifyCares why does a £10 gift card only give one month's spotify premium, if I have a student account and normally only pay £5 a month?",subscription_billing,auto_handle,@368768 2: currently possible to pay for the student discount using it. Hope this clears things up /PL,1.0,0.5186,
GS_0188,@SpotifyCares why my account n phone number can't buy this package? https://t.co/MIxHHGrKYe,account_access,auto_handle,@809904 Hey! Can you DM us your account's username and email address? We'll take a look behind the scenes /JL https://t.co/ldFdZRiNAt,1.0,0.445,
GS_0189,"@115888 Hi all, I need support with my acount, how can I contact you?",general_inquiry,auto_handle,"@550742 Hey Carlos, help's here! You can shoot us a DM or contact our email support at https://t.co/ZgU70TbP8M. We'd love to help out /VK https://t.co/ldFdZRiNAt",1.0,0.448,
GS_0190,@SpotifyCares i bought the student premium because i’m a student in high school but after my purchase it said it’s for uni people,subscription_billing,auto_handle,@603907 Hey. We're afraid the student discount is only available to those with a UNiDAYS account. Can you DM us your account's email/username? /AY https://t.co/ldFdZRiNAt,1.0,0.545,
GS_0191,@SpotifyCares I can’t seem to join my family premium account? Keeps saying there a problem with me signing up?,family_plan,auto_handle,@578274 Hi Leanne! Could you send us a DM with your account's email address or username? We'll take a look backstage /DR https://t.co/ldFdZRiNAt,1.0,0.5331,
GS_0192,"@SpotifyCares I am hoping.

I am hoping also, once they got verified, their previous songs which aren't playable will be available that time.

The case with this artist, some of their songs' aren't playable but their account was already verified. I missed those songs.

https://t.co/xm2MwjD1MG",playback_issue,auto_handle,@416792 Music availability all boils down to licensing agreements. There's more info at https://t.co/VMrgnGpB4G. Hope this cleat things up /RE,1.0,0.5081,
GS_0193,@SpotifyCares spotify changed my acct to family and started charging me for it without my consent,family_plan,auto_handle,"@304795 Hey, we’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /NQ",1.0,0.5281,
GS_0194,@115888 give us back the feature that played a preview of the song when you pressed on the title 😤,general_inquiry,auto_handle,@783550 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /NQ,1.0,0.5295,
GS_0195,"@SpotifyCares __email__
i was charged 4 times for the student discount ? theyre are pending will i get my money back? or not be charged for three of the four?",subscription_billing,auto_handle,@705702 Hi there! We recommend that you delete your public tweet since it has your full email address. We've just replied to your DM. Let's carry on chatting there 🙂 /JT,1.0,0.6353,
GS_0196,@115888 why’d you delete over 500 of my songs fam?,playback_issue,auto_handle,"@469341 Hey there! Just to clarify, are you missing songs in Your Library or tracks you've downloaded for offline use? /AR",1.0,0.5542,
GS_0197,@SpotifyCares I dont remember my username and there's nothing on the forums to help me with it,account_access,auto_handle,"@688106 Hi Connor, we're here to help. Can you DM us any usernames or email addresses you could've used for the account? We'll check backstage /AC https://t.co/ldFdZRiNAt",1.0,0.3963,action corrected: escalate -> auto_handle
GS_0198,@SpotifyCares Hi!Had a problem with one of the members of my Family account.She never received the invite.What can I do?,family_plan,auto_handle,"@726086 Hi Nick, help's here! Can you DM us with both of your account's usernames/email addresses? We'll check it out /WW https://t.co/ldFdZRiNAt",1.0,0.5558,
GS_0199,@SpotifyCares (I'm trying to activate the student discount that let's me merge my Spotify Premium and Hulu account for 4.99/month),subscription_billing,auto_handle,"@328069 Got it. Can you try again using an incognito window/private browser? Also, you can try manual verification at https://t.co/pttUWuZkWK. /TF",1.0,0.572,
